Current,Position,PosTgt,Speed,PosEst,DistEst,CurrentTgt,Voltage,Current-A,Channel 10
449,26577,0,-7603,26591,-2598,-646,-11989,0,1.34351e+07
383,26550,0,-19512,26552,-2457,-636,-11989,0,1.34351e+07
367,26505,0,-29829,26502,-2420,-626,-11989,0,1.34351e+07
328,26442,0,-37943,26440,-2446,-617,-11989,0,1.34351e+07
280,26370,0,-36988,26368,-2502,-617,-11989,0,1.34351e+07
236,26289,0,-40058,26286,-2577,-611,-11989,0,1.34351e+07
215,26199,0,-45040,26196,-2659,-605,-11989,0,1.34351e+07
190,26100,0,-48646,26100,-2744,-609,-11989,0,1.34351e+07
151,26001,0,-51797,25997,-2828,-597,-11989,0,1.34351e+07
145,25893,0,-53701,25889,-2911,-593,-11989,0,1.34351e+07
132,25776,0,-56591,25778,-2988,-595,-11989,0,1.34351e+07
119,25668,0,-57953,25661,-3057,-588,-11989,0,1.34351e+07
97,25542,0,-60167,25543,-3109,-590,-11989,0,1.34351e+07
97,25425,0,-61093,25421,-3154,-580,-11989,0,1.34351e+07
82,25299,0,-62504,25297,-3194,-577,-11989,0,1.34351e+07
80,25173,0,-63611,25171,-3227,-574,-11989,0,1.34351e+07
75,25038,0,-63628,25044,-3255,-577,-11989,0,1.34351e+07
79,24912,0,-65040,24915,-3274,-567,-11989,0,1.34351e+07
52,24786,0,-65616,24784,-3288,-571,-11989,0,1.34351e+07
67,24651,0,-66277,24652,-3298,-563,-11989,0,1.34351e+07
49,24516,0,-66750,24519,-3310,-559,-11989,0,1.34351e+07
61,24381,0,-67309,24384,-3310,-557,-11989,0,1.34351e+07
46,24246,0,-67607,24250,-3318,-553,-11989,0,1.34351e+07
45,24111,0,-67903,24114,-3314,-552,-11989,0,1.34351e+07
32,23976,0,-67627,23979,-3318,-550,-11989,0,1.34351e+07
53,23841,0,-68664,23843,-3317,-548,-11989,0,1.34351e+07
47,23706,0,-68257,23706,-3313,-549,-11989,0,1.34351e+07
28,23562,0,-68284,23569,-3305,-552,-11989,0,1.34351e+07
52,23427,0,-68247,23432,-3299,-551,-11989,0,1.34351e+07
40,23292,0,-68810,23295,-3294,-539,-11989,0,1.34351e+07
58,23157,0,-68583,23157,-3287,-540,-11989,0,1.34351e+07
35,23013,0,-69066,23017,-3280,-544,-11989,0,1.34351e+07
49,22878,0,-69172,22879,-3269,-532,-11989,0,1.34351e+07
32,22734,0,-68851,22741,-3260,-534,-11989,0,1.34351e+07
31,22599,0,-69265,22602,-3245,-528,-11989,0,1.34351e+07
28,22464,0,-69277,22464,-3236,-532,-11989,0,1.34351e+07
46,22320,0,-69195,22325,-3225,-534,-11989,0,1.34351e+07
24,22185,0,-69454,22187,-3216,-522,-11989,0,1.34351e+07
28,22041,0,-69174,22048,-3204,-528,-11989,0,1.34351e+07
28,21906,0,-69386,21910,-3197,-517,-11989,0,1.34351e+07
31,21771,0,-69067,21771,-3188,-518,-11989,0,1.34351e+07
46,21627,0,-69483,21632,-3171,-523,-11989,0,1.34351e+07
28,21492,0,-69459,21493,-3158,-512,-11989,0,1.34351e+07
38,21348,0,-69200,21355,-3148,-518,-11989,0,1.34351e+07
27,21213,0,-69352,21216,-3135,-506,-11989,0,1.34351e+07
40,21069,0,-69440,21077,-3119,-512,-11989,0,1.34351e+07
32,20934,0,-69600,20938,-3107,-501,-11989,0,1.34351e+07
43,20790,0,-69908,20798,-3091,-507,-11989,0,1.34351e+07
25,20655,0,-69856,20659,-3079,-496,-11989,0,1.34351e+07
25,20511,0,-69835,20519,-3064,-502,-11989,0,1.34351e+07
28,20376,0,-69230,20381,-3057,-491,-11989,0,1.34351e+07
40,20241,0,-69388,20240,-3046,-492,-11989,0,1.34351e+07
28,20097,0,-69550,20101,-3031,-498,-11989,0,1.34351e+07
25,19962,0,-69270,19962,-3018,-486,-11989,0,1.34351e+07
40,19818,0,-69165,19823,-3004,-494,-11989,0,1.34351e+07
31,19683,0,-69547,19684,-2991,-482,-11989,0,1.34351e+07
55,19539,0,-69124,19546,-2978,-489,-11989,0,1.34351e+07
31,19404,0,-69380,19407,-2965,-476,-11989,0,1.34351e+07
47,19260,0,-69438,19269,-2949,-482,-11989,0,1.34351e+07
31,19125,0,-69670,19130,-2934,-470,-11989,0,1.34351e+07
27,18990,0,-69398,18991,-2917,-472,-11989,0,1.34351e+07
31,18846,0,-69254,18852,-2905,-477,-11989,0,1.34351e+07
38,18711,0,-69129,18714,-2893,-464,-11989,0,1.34351e+07
32,18567,0,-69372,18575,-2875,-471,-11989,0,1.34351e+07
36,18432,0,-69041,18437,-2868,-458,-11989,0,1.34351e+07
31,18297,0,-69616,18298,-2853,-459,-11989,0,1.34351e+07
33,18153,0,-69459,18160,-2834,-465,-11989,0,1.34351e+07
41,18018,0,-69469,18021,-2818,-452,-11989,0,1.34351e+07
34,17874,0,-69302,17882,-2801,-459,-11989,0,1.34351e+07
39,17739,0,-69489,17743,-2787,-446,-11989,0,1.34351e+07
26,17595,0,-69899,17604,-2766,-452,-11989,0,1.34351e+07
35,17460,0,-69954,17462,-2748,-440,-11989,0,1.34351e+07
31,17316,0,-69110,17323,-2738,-444,-11989,0,1.34351e+07
40,17181,0,-69811,17184,-2722,-448,-11989,0,1.34351e+07
28,17037,0,-69782,17044,-2704,-444,-11989,0,1.34351e+07
28,16902,0,-69651,16904,-2691,-431,-11989,0,1.34351e+07
26,16758,0,-69353,16765,-2680,-438,-11989,0,1.34351e+07
40,16623,0,-69490,16627,-2670,-425,-11989,0,1.34351e+07
40,16488,0,-69793,16488,-2653,-431,-11989,0,1.34351e+07
31,16344,0,-69166,16349,-2640,-420,-11989,0,1.34351e+07
51,16209,0,-69487,16210,-2624,-420,-11989,0,1.34351e+07
32,16065,0,-69635,16071,-2605,-427,-11989,0,1.34351e+07
44,15930,0,-69392,15932,-2591,-414,-11989,0,1.34351e+07
40,15786,0,-69270,15794,-2577,-420,-11989,0,1.34351e+07
44,15651,0,-69526,15655,-2560,-406,-11989,0,1.34351e+07
20,15516,0,-69653,15516,-2540,-413,-11989,0,1.34351e+07
37,15372,0,-69505,15377,-2526,-400,-11989,0,1.34351e+07
36,15237,0,-69282,15238,-2511,-402,-11989,0,1.34351e+07
37,15093,0,-69275,15099,-2494,-408,-11989,0,1.34351e+07
54,14958,0,-69359,14961,-2481,-393,-11989,0,1.34351e+07
35,14814,0,-69310,14822,-2465,-400,-11989,0,1.34351e+07
37,14679,0,-69300,14682,-2452,-401,-11989,0,1.34351e+07
34,14544,0,-69369,14543,-2434,-387,-11989,0,1.34351e+07
40,14400,0,-69759,14404,-2417,-394,-11989,0,1.34351e+07
31,14265,0,-69127,14265,-2403,-386,-11989,0,1.34351e+07
43,14121,0,-69318,14126,-2387,-389,-11989,0,1.34351e+07
21,13986,0,-69729,13987,-2368,-375,-11989,0,1.34351e+07
32,13842,0,-69697,13848,-2350,-382,-11989,0,1.34351e+07
31,13707,0,-69939,13709,-2329,-368,-11989,0,1.34351e+07
40,13563,0,-69664,13569,-2309,-376,-11989,0,1.34351e+07
24,13428,0,-69922,13430,-2290,-361,-11989,0,1.34351e+07
34,13284,0,-69278,13291,-2274,-369,-11989,0,1.34351e+07
37,13149,0,-69397,13152,-2259,-353,-11989,0,1.34351e+07
34,13005,0,-69489,13013,-2240,-361,-11989,0,1.34351e+07
32,12870,0,-69596,12874,-2222,-346,-11989,0,1.34351e+07
25,12735,0,-69130,12736,-2206,-351,-11989,0,1.34351e+07
49,12591,0,-69055,12597,-2188,-356,-11989,0,1.34351e+07
28,12456,0,-69633,12458,-2168,-339,-11989,0,1.34351e+07
34,12312,0,-69239,12319,-2151,-347,-11989,0,1.34351e+07
36,12177,0,-69200,12181,-2132,-330,-11989,0,1.34351e+07
41,12033,0,-69710,12042,-2107,-338,-11989,0,1.34351e+07
23,11898,0,-69642,11900,-2086,-322,-11989,0,1.34351e+07
31,11754,0,-68991,11762,-2070,-325,-11989,0,1.34351e+07
30,11619,0,-69320,11623,-2049,-332,-11989,0,1.34351e+07
38,11484,0,-69353,11484,-2031,-323,-11989,0,1.34351e+07
55,11340,0,-69110,11345,-2013,-326,-11989,0,1.34351e+07
34,11205,0,-69199,11207,-1997,-308,-11989,0,1.34351e+07
41,11061,0,-69520,11069,-1977,-316,-11989,0,1.34351e+07
27,10926,0,-69495,10930,-1954,-297,-11989,0,1.34351e+07
37,10782,0,-69592,10791,-1926,-306,-11989,0,1.34351e+07
37,10647,0,-69604,10652,-1902,-288,-11989,0,1.34351e+07
43,10512,0,-69524,10513,-1880,-294,-11989,0,1.34351e+07
23,10368,0,-69291,10374,-1857,-300,-11989,0,1.34351e+07
31,10233,0,-69890,10235,-1831,-281,-11989,0,1.34351e+07
22,10089,0,-69573,10095,-1809,-292,-11989,0,1.34351e+07
40,9954,0,-69818,9956,-1786,-273,-11989,0,1.34351e+07
40,9810,0,-69600,9816,-1764,-284,-11989,0,1.34351e+07
25,9675,0,-69786,9677,-1742,-263,-11989,0,1.34351e+07
46,9531,0,-69299,9538,-1723,-275,-11989,0,1.34351e+07
32,9396,0,-69419,9399,-1701,-252,-11989,0,1.34351e+07
31,9252,0,-69290,9260,-1678,-264,-11989,0,1.34351e+07
32,9117,0,-69856,9119,-1649,-241,-11989,0,1.34351e+07
49,8973,0,-69347,8980,-1621,-253,-11989,0,1.34351e+07
34,8838,0,-69478,8841,-1598,-230,-11989,0,1.34351e+07
32,8694,0,-69323,8703,-1568,-246,-11989,0,1.34351e+07
34,8559,0,-69367,8564,-1538,-222,-11989,0,1.34351e+07
40,8424,0,-69494,8425,-1506,-233,-11989,0,1.34351e+07
28,8280,0,-69146,8286,-1479,-237,-11989,0,1.34351e+07
32,8145,0,-69422,8147,-1454,-212,-11989,0,1.34351e+07
38,8001,0,-69193,8009,-1434,-223,-11989,0,1.34351e+07
34,7866,0,-69345,7870,-1407,-197,-11989,0,1.34351e+07
70,7722,0,-69511,7731,-1377,-210,-11989,0,1.34351e+07
28,7587,0,-68850,7593,-1354,-212,-11989,0,1.34351e+07
40,7452,0,-69613,7454,-1324,-183,-11989,0,1.34351e+07
34,7308,0,-69365,7316,-1295,-198,-11989,0,1.34351e+07
40,7173,0,-69177,7177,-1264,-166,-11989,0,1.34351e+07
30,7029,0,-69375,7038,-1227,-182,-11989,0,1.34351e+07
44,6894,0,-69529,6899,-1194,-149,-11989,0,1.34351e+07
31,6750,0,-69757,6760,-1156,-164,-11989,0,1.34351e+07
28,6615,0,-69405,6621,-1117,-171,-11989,0,1.34351e+07
31,6480,0,-69487,6482,-1081,-136,-11989,0,1.34351e+07
40,6336,0,-70117,6341,-1043,-106,-11989,0,1.34351e+07
49,6192,0,-69484,6202,-996,-119,-11989,0,1.34351e+07
24,6057,0,-69589,6063,-946,-140,-11989,0,1.34351e+07
40,5922,0,-69824,5923,-895,-121,-11989,0,1.34351e+07
30,5778,0,-69436,5784,-857,-64,-11989,0,1.34351e+07
34,5643,0,-69396,5646,-814,-76,-11989,0,1.34351e+07
28,5499,0,-69421,5507,-761,-102,-11989,0,1.34351e+07
46,5364,0,-69709,5368,-697,16,-11989,0,1.34351e+07
19,5220,0,-69303,5231,-630,-72,-11989,0,1.34351e+07
30,5085,0,-69158,5094,-531,79,-11989,0,1.34351e+07
31,4941,0,-69621,4955,-420,35,-11989,0,1.34351e+07
38,4806,0,-69718,4816,-311,110,-11989,0,1.34351e+07
41,4671,0,-69181,4679,-186,87,-11989,0,1.34351e+07
32,4527,0,-69199,4540,-46,70,-11989,0,1.34351e+07
36,4392,0,-69502,4401,89,128,-11989,0,1.34351e+07
32,4248,0,-69011,4262,212,106,-11989,0,1.34351e+07
59,4113,0,-69591,4123,331,151,-11989,0,1.34351e+07
32,3978,0,-69249,3984,438,136,-11989,0,1.34351e+07
40,3834,0,-69059,3844,532,127,-11989,0,1.34351e+07
31,3699,0,-69577,3704,614,167,-11989,0,1.34351e+07
33,3555,0,-69583,3563,684,147,-11989,0,1.34351e+07
26,3420,0,-69205,3424,746,183,-11989,0,1.34351e+07
37,3276,0,-69459,3284,807,167,-11989,0,1.34351e+07
37,3141,0,-69773,3144,859,191,-11989,0,1.34351e+07
37,2997,0,-69390,3005,903,175,-11989,0,1.34351e+07
36,2862,0,-69688,2867,947,207,-11989,0,1.34351e+07
37,2718,0,-69383,2727,994,191,-11989,0,1.34351e+07
52,2583,0,-69694,2588,1045,217,-11989,0,1.34351e+07
25,2439,0,-69488,2448,1088,203,-11989,0,1.34351e+07
41,2304,0,-69364,2309,1122,228,-11989,0,1.34351e+07
28,2160,0,-69458,2170,1155,216,-11989,0,1.34351e+07
28,2025,0,-69684,2031,1185,241,-11989,0,1.34351e+07
34,1890,0,-69259,1892,1220,236,-11989,0,1.34351e+07
43,1746,0,-69457,1753,1256,226,-11989,0,1.34351e+07
22,1611,0,-69802,1614,1293,250,-11989,0,1.34351e+07
31,1467,0,-69172,1475,1322,238,-11989,0,1.34351e+07
34,1332,0,-69412,1336,1350,261,-11989,0,1.34351e+07
31,1188,0,-69658,1198,1379,252,-11989,0,1.34351e+07
39,1053,0,-69738,1059,1407,271,-11989,0,1.34351e+07
31,918,0,-69202,920,1438,268,-11989,0,1.34351e+07
41,774,0,-69370,779,1467,258,-11989,0,1.34351e+07
31,639,0,-69206,640,1496,281,-11989,0,1.34351e+07
44,495,0,-69184,501,1526,270,-11989,0,1.34351e+07
40,360,0,-69562,362,1550,287,-11989,0,1.34351e+07
49,216,0,-69285,224,1572,278,-11989,0,1.34351e+07
30,81,0,-69529,85,1599,297,-11989,0,1.34351e+07
34,-54,0,-69592,-53,1632,287,-11989,0,1.34351e+07
25,-198,0,-69205,-191,1653,307,-11989,0,1.34351e+07
40,-333,0,-69573,-330,1682,303,-11989,0,1.34351e+07
56,-477,0,-69245,-470,1710,294,-11989,0,1.34351e+07
31,-612,0,-69602,-609,1735,313,-11989,0,1.34351e+07
47,-756,0,-69500,-748,1759,303,-11989,0,1.34351e+07
33,-891,0,-70240,-888,1785,321,-11989,0,1.34351e+07
40,-1035,0,-69660,-1027,1807,311,-11989,0,1.34351e+07
32,-1170,0,-69456,-1166,1825,329,-11989,0,1.34351e+07
47,-1314,0,-69415,-1305,1844,319,-11989,0,1.34351e+07
22,-1449,0,-69293,-1444,1867,336,-11989,0,1.34351e+07
34,-1593,0,-69735,-1583,1892,328,-11989,0,1.34351e+07
32,-1728,0,-69806,-1722,1910,345,-11989,0,1.34351e+07
38,-1863,0,-69144,-1861,1930,341,-11989,0,1.34351e+07
29,-2007,0,-69420,-2002,1950,334,-11989,0,1.34351e+07
37,-2142,0,-69570,-2141,1975,350,-11989,0,1.34351e+07
37,-2286,0,-69404,-2280,1988,343,-11989,0,1.34351e+07
33,-2421,0,-69475,-2419,2013,355,-11989,0,1.34351e+07
31,-2565,0,-69141,-2558,2034,347,-11989,0,1.34351e+07
37,-2700,0,-69509,-2696,2052,364,-11989,0,1.34351e+07
37,-2844,0,-69314,-2835,2069,357,-11989,0,1.34351e+07
22,-2979,0,-69242,-2973,2084,372,-11989,0,1.34351e+07
34,-3114,0,-69438,-3112,2103,370,-11989,0,1.34351e+07
32,-3258,0,-69065,-3250,2122,364,-11989,0,1.34351e+07
40,-3393,0,-68958,-3388,2141,380,-11989,0,1.34351e+07
25,-3537,0,-69662,-3528,2168,373,-11989,0,1.34351e+07
26,-3672,0,-69362,-3667,2186,387,-11989,0,1.34351e+07
25,-3807,0,-69347,-3805,2204,381,-11989,0,1.34351e+07
39,-3951,0,-69196,-3945,2224,378,-11989,0,1.34351e+07
54,-4086,0,-69757,-4084,2245,391,-11989,0,1.34351e+07
28,-4230,0,-69301,-4223,2262,385,-11989,0,1.34351e+07
45,-4365,0,-69894,-4362,2279,399,-11989,0,1.34351e+07
26,-4509,0,-69518,-4502,2299,391,-11989,0,1.34351e+07
29,-4644,0,-70084,-4642,2320,405,-11989,0,1.34351e+07
32,-4788,0,-69566,-4783,2332,397,-11989,0,1.34351e+07
42,-4923,0,-69823,-4922,2350,412,-11989,0,1.34351e+07
23,-5067,0,-69230,-5061,2366,404,-11989,0,1.34351e+07
25,-5202,0,-69516,-5200,2380,415,-11989,0,1.34351e+07
31,-5346,0,-69408,-5339,2393,408,-11989,0,1.34351e+07
42,-5481,0,-69854,-5478,2409,422,-11989,0,1.34351e+07
45,-5625,0,-69246,-5616,2423,415,-11989,0,1.34351e+07
34,-5760,0,-69439,-5755,2440,429,-11989,0,1.34351e+07
48,-5895,0,-69422,-5894,2456,423,-11989,0,1.34351e+07
28,-6039,0,-69417,-6033,2476,421,-11989,0,1.34351e+07
34,-6174,0,-69357,-6172,2493,433,-11989,0,1.34351e+07
37,-6318,0,-69289,-6311,2509,427,-11989,0,1.34351e+07
38,-6453,0,-69028,-6449,2522,441,-11989,0,1.34351e+07
26,-6597,0,-69346,-6588,2543,434,-11989,0,1.34351e+07
-649,-6732,0,-68791,-6726,2553,434,12000,0,1.34351e+07
-891,-6840,0,-58622,-6852,2470,418,12000,0,1.34351e+07
-770,-6921,0,-43167,-6944,2179,397,12000,0,1.34351e+07
-714,-6975,0,-28084,-6998,1769,376,12000,0,1.34351e+07
-628,-6993,0,-13718,-7019,1362,351,12000,0,1.34351e+07
-507,-6993,0,-832,-7017,1055,327,12000,0,1.34351e+07
-488,-6975,0,12202,-6990,798,303,12000,0,1.34351e+07
-447,-6939,0,23356,-6948,656,280,12000,0,1.34351e+07
-349,-6885,0,32914,-6893,580,264,12000,0,1.34351e+07
-263,-6822,0,36857,-6825,545,250,12000,0,1.34351e+07
-238,-6750,0,37806,-6746,541,257,12000,0,1.34351e+07
-214,-6660,0,43058,-6660,567,222,12000,0,1.34351e+07
-169,-6570,0,47023,-6566,609,216,12000,0,1.34351e+07
-161,-6471,0,50361,-6467,651,206,12000,0,1.34351e+07
-140,-6363,0,53728,-6361,689,184,12000,0,1.34351e+07
-91,-6255,0,55273,-6251,720,191,12000,0,1.34351e+07
-97,-6138,0,57267,-6137,745,161,12000,0,1.34351e+07
-87,-6021,0,59295,-6020,765,149,12000,0,1.34351e+07
-82,-5895,0,60482,-5900,776,164,12000,0,1.34351e+07
-51,-5778,0,61377,-5778,775,129,12000,0,1.34351e+07
-63,-5652,0,62558,-5654,767,108,12000,0,1.34351e+07
-48,-5526,0,63704,-5528,742,98,12000,0,1.34351e+07
-49,-5391,0,63863,-5401,706,111,12000,0,1.34351e+07
-40,-5265,0,64989,-5271,665,25,12000,0,1.34351e+07
-35,-5130,0,65529,-5141,617,80,12000,0,1.34351e+07
-31,-5004,0,66142,-5009,553,-58,12000,0,1.34351e+07
-40,-4869,0,66527,-4876,482,-85,12000,0,1.34351e+07
-14,-4734,0,66692,-4745,386,31,12000,0,1.34351e+07
-30,-4599,0,67501,-4611,251,-42,12000,0,1.34351e+07
-24,-4464,0,67542,-4476,120,-123,12000,0,1.34351e+07
-30,-4329,0,67709,-4341,-16,-130,12000,0,1.34351e+07
-13,-4194,0,67566,-4205,-152,-138,12000,0,1.34351e+07
-22,-4059,0,69128,-4068,-293,-145,12000,0,1.34351e+07
-23,-3924,0,67897,-3931,-408,-143,12000,0,1.34351e+07
-22,-3780,0,67889,-3793,-514,-135,12000,0,1.34351e+07
-11,-3645,0,68841,-3656,-603,-140,12000,0,1.34351e+07
-22,-3510,0,67957,-3519,-675,-142,12000,0,1.34351e+07
-28,-3375,0,68053,-3381,-741,-182,12000,0,1.34351e+07
-17,-3240,0,68928,-3244,-800,-183,12000,0,1.34351e+07
-13,-3096,0,68607,-3106,-854,-172,12000,0,1.34351e+07
-14,-2961,0,68380,-2969,-906,-172,12000,0,1.34351e+07
-20,-2826,0,68736,-2832,-954,-207,12000,0,1.34351e+07
-9,-2691,0,68910,-2694,-1000,-206,12000,0,1.34351e+07
-14,-2547,0,68579,-2556,-1043,-196,12000,0,1.34351e+07
-16,-2412,0,68363,-2419,-1085,-196,12000,0,1.34351e+07
-23,-2277,0,68754,-2281,-1122,-227,12000,0,1.34351e+07
-3,-2133,0,68781,-2141,-1157,-218,12000,0,1.34351e+07
-1,-1998,0,68934,-2003,-1189,-215,12000,0,1.34351e+07
-18,-1863,0,69045,-1866,-1219,-243,12000,0,1.34351e+07
-20,-1719,0,68838,-1729,-1253,-229,12000,0,1.34351e+07
-14,-1584,0,68686,-1591,-1291,-229,12000,0,1.34351e+07
-8,-1449,0,68471,-1453,-1324,-255,12000,0,1.34351e+07
-25,-1314,0,68731,-1316,-1354,-252,12000,0,1.34351e+07
-18,-1170,0,68554,-1178,-1382,-247,12000,0,1.34351e+07
-13,-1035,0,69188,-1040,-1413,-270,12000,0,1.34351e+07
-13,-900,0,69026,-902,-1446,-269,12000,0,1.34351e+07
-24,-756,0,68875,-765,-1475,-261,12000,0,1.34351e+07
-10,-621,0,69024,-627,-1505,-283,12000,0,1.34351e+07
-10,-486,0,69084,-489,-1538,-282,12000,0,1.34351e+07
-20,-351,0,68795,-351,-1563,-274,12000,0,1.34351e+07
-20,-207,0,68891,-213,-1583,-274,12000,0,1.34351e+07
-3,-72,0,68737,-76,-1603,-296,12000,0,1.34351e+07
-10,63,0,68657,61,-1621,-295,12000,0,1.34351e+07
-12,207,0,68490,198,-1643,-289,12000,0,1.34351e+07
-18,342,0,68529,335,-1667,-289,12000,0,1.34351e+07
-19,477,0,68227,472,-1690,-310,12000,0,1.34351e+07
-4,612,0,68795,612,-1715,-309,12000,0,1.34351e+07
-16,756,0,68336,749,-1737,-304,12000,0,1.34351e+07
-13,891,0,68753,886,-1764,-324,12000,0,1.34351e+07
-16,1026,0,68929,1024,-1792,-315,12000,0,1.34351e+07
-8,1170,0,68763,1162,-1818,-313,12000,0,1.34351e+07
-13,1305,0,68665,1299,-1837,-333,12000,0,1.34351e+07
-9,1440,0,69081,1437,-1861,-333,12000,0,1.34351e+07
-3,1584,0,68780,1574,-1882,-326,12000,0,1.34351e+07
-12,1719,0,68503,1712,-1899,-326,12000,0,1.34351e+07
-23,1854,0,69063,1849,-1919,-346,12000,0,1.34351e+07
-4,1989,0,69073,1986,-1942,-344,12000,0,1.34351e+07
-11,2133,0,68348,2124,-1963,-339,12000,0,1.34351e+07
-22,2268,0,68556,2261,-1984,-339,12000,0,1.34351e+07
-13,2403,0,68827,2399,-2005,-358,12000,0,1.34351e+07
-9,2538,0,69203,2537,-2029,-351,12000,0,1.34351e+07
-17,2682,0,68763,2675,-2046,-349,12000,0,1.34351e+07
-20,2817,0,68925,2812,-2062,-367,12000,0,1.34351e+07
-10,2961,0,69197,2951,-2086,-361,12000,0,1.34351e+07
-11,3096,0,68789,3089,-2104,-359,12000,0,1.34351e+07
-10,3231,0,68720,3227,-2118,-376,12000,0,1.34351e+07
-16,3366,0,68629,3366,-2134,-375,12000,0,1.34351e+07
-1,3510,0,68625,3504,-2150,-370,12000,0,1.34351e+07
-13,3645,0,68655,3641,-2167,-387,12000,0,1.34351e+07
-19,3780,0,68636,3778,-2190,-379,12000,0,1.34351e+07
-16,3924,0,68603,3916,-2209,-379,12000,0,1.34351e+07
-12,4059,0,69174,4053,-2231,-395,12000,0,1.34351e+07
-13,4194,0,68431,4191,-2251,-394,12000,0,1.34351e+07
-13,4329,0,68967,4328,-2268,-391,12000,0,1.34351e+07
-15,4473,0,69007,4466,-2288,-389,12000,0,1.34351e+07
-16,4608,0,68738,4604,-2305,-405,12000,0,1.34351e+07
-10,4743,0,68587,4741,-2321,-404,12000,0,1.34351e+07
-23,4887,0,68374,4878,-2335,-399,12000,0,1.34351e+07
-10,5022,0,68623,5016,-2353,-400,12000,0,1.34351e+07
-10,5157,0,69087,5154,-2372,-415,12000,0,1.34351e+07
-16,5292,0,68451,5291,-2387,-409,12000,0,1.34351e+07
-24,5436,0,68793,5428,-2401,-410,12000,0,1.34351e+07
-2,5571,0,69045,5566,-2418,-424,12000,0,1.34351e+07
-12,5706,0,68875,5704,-2438,-424,12000,0,1.34351e+07
-25,5850,0,68584,5841,-2455,-419,12000,0,1.34351e+07
-12,5985,0,68621,5978,-2472,-419,12000,0,1.34351e+07
-15,6120,0,68883,6119,-2493,-433,12000,0,1.34351e+07
-15,6264,0,68652,6257,-2510,-428,12000,0,1.34351e+07
-24,6399,0,69160,6394,-2523,-428,12000,0,1.34351e+07
-13,6534,0,69049,6532,-2538,-438,12000,0,1.34351e+07
-12,6678,0,68205,6670,-2552,-433,12000,0,1.34351e+07
-18,6813,0,69053,6808,-2565,-449,12000,0,1.34351e+07
-21,6948,0,69168,6945,-2583,-447,12000,0,1.34351e+07
0,7092,0,68912,7083,-2600,-443,12000,0,1.34351e+07
-14,7227,0,68475,7220,-2616,-443,12000,0,1.34351e+07
-21,7362,0,68463,7358,-2631,-457,12000,0,1.34351e+07
-17,7497,0,68864,7495,-2646,-456,12000,0,1.34351e+07
-11,7641,0,68621,7633,-2660,-452,12000,0,1.34351e+07
-8,7776,0,68729,7770,-2676,-465,12000,0,1.34351e+07
-16,7911,0,68928,7908,-2692,-466,12000,0,1.34351e+07
-20,8055,0,68890,8045,-2711,-461,12000,0,1.34351e+07
-12,8190,0,68950,8183,-2727,-461,12000,0,1.34351e+07
-9,8325,0,68584,8321,-2740,-474,12000,0,1.34351e+07
-22,8460,0,68579,8458,-2751,-473,12000,0,1.34351e+07
-13,8604,0,68857,8596,-2765,-469,12000,0,1.34351e+07
-6,8739,0,68629,8733,-2778,-482,12000,0,1.34351e+07
-18,8874,0,68409,8873,-2792,-482,12000,0,1.34351e+07
-19,9018,0,68987,9010,-2812,-478,12000,0,1.34351e+07
-4,9153,0,69172,9148,-2828,-478,12000,0,1.34351e+07
-7,9288,0,68575,9286,-2843,-488,12000,0,1.34351e+07
-19,9432,0,68821,9423,-2854,-484,12000,0,1.34351e+07
-13,9567,0,68890,9561,-2866,-497,12000,0,1.34351e+07
-3,9702,0,68995,9698,-2883,-497,12000,0,1.34351e+07
-10,9837,0,69197,9837,-2902,-492,12000,0,1.34351e+07
-10,9981,0,68379,9974,-2916,-491,12000,0,1.34351e+07
-14,10116,0,68855,10112,-2927,-504,12000,0,1.34351e+07
-15,10251,0,69322,10251,-2945,-499,12000,0,1.34351e+07
-10,10395,0,68436,10388,-2955,-497,12000,0,1.34351e+07
-21,10530,0,68957,10526,-2963,-511,12000,0,1.34351e+07
-12,10665,0,68896,10663,-2974,-510,12000,0,1.34351e+07
-6,10809,0,68404,10800,-2985,-506,12000,0,1.34351e+07
-12,10944,0,68504,10938,-2998,-507,12000,0,1.34351e+07
-25,11079,0,68420,11075,-3011,-519,12000,0,1.34351e+07
-4,11214,0,68455,11212,-3025,-518,12000,0,1.34351e+07
-10,11358,0,68642,11350,-3041,-515,12000,0,1.34351e+07
-18,11493,0,68466,11487,-3052,-527,12000,0,1.34351e+07
-13,11628,0,68866,11627,-3072,-527,12000,0,1.34351e+07
-6,11772,0,69051,11765,-3091,-523,12000,0,1.34351e+07
-6,11907,0,68720,11903,-3104,-522,12000,0,1.34351e+07
-19,12042,0,68690,12040,-3113,-532,12000,0,1.34351e+07
-22,12186,0,68829,12178,-3123,-528,12000,0,1.34351e+07
-10,12321,0,68744,12315,-3134,-540,12000,0,1.34351e+07
-17,12456,0,68330,12452,-3146,-540,12000,0,1.34351e+07
-27,12591,0,68740,12590,-3162,-539,12000,0,1.34351e+07
-10,12735,0,68929,12727,-3177,-536,12000,0,1.34351e+07
-13,12870,0,68627,12865,-3193,-547,12000,0,1.34351e+07
-19,13005,0,69126,13003,-3209,-547,12000,0,1.34351e+07
-19,13149,0,68939,13140,-3220,-543,12000,0,1.34351e+07
-8,13284,0,68493,13278,-3232,-543,12000,0,1.34351e+07
-9,13419,0,69303,13416,-3249,-554,12000,0,1.34351e+07
-7,13563,0,68636,13554,-3260,-549,12000,0,1.34351e+07
