Position,Vin,Ifbk,Speed,DBG_0,DBG_1,DBG_2,DBG_3,DBG_4,DBG_5
244611,3351,11,23,0.5,10,0,0,0,0
244746,3351,16,21,0.5,10,0,0,0,0
244881,3351,8,28,0.5,10,0,0,0,0
245016,3351,14,23,0.5,10,0,0,0,0
245160,3351,9,19,0.5,10,0,0,0,0
245295,3351,15,23,0.5,10,0,0,0,0
245430,3351,11,26,0.5,10,0,0,0,0
245574,3351,8,23,0.5,10,0,0,0,0
245718,3351,9,26,0.5,10,0,0,0,0
245862,3351,9,20,0.5,10,0,0,0,0
245997,3351,14,25,0.5,10,0,0,0,0
246141,3351,11,19,0.5,10,0,0,0,0
246267,3351,12,24,0.5,10,0,0,0,0
246402,3351,7,23,0.5,10,0,0,0,0
246537,3351,20,28,0.5,10,0,0,0,0
246672,3351,12,25,0.5,10,0,0,0,0
246807,3351,14,27,0.5,10,0,0,0,0
246942,3351,9,25,0.5,10,0,0,0,0
247086,3351,17,22,0.5,10,0,0,0,0
247221,3351,9,20,0.5,10,0,0,0,0
247365,3351,8,25,0.5,10,0,0,0,0
247509,3351,9,26,0.5,10,0,0,0,0
247653,3351,8,27,0.5,10,0,0,0,0
247797,3351,13,22,0.5,10,0,0,0,0
247932,3351,9,18,0.5,10,0,0,0,0
248067,3351,18,24,0.5,10,0,0,0,0
248202,3351,12,19,0.5,10,0,0,0,0
248328,3351,12,24,0.5,10,0,0,0,0
248463,3351,9,26,0.5,10,0,0,0,0
248598,3351,18,24,0.5,10,0,0,0,0
248733,3351,11,21,0.5,10,0,0,0,0
248877,3351,13,20,0.5,10,0,0,0,0
249012,3351,7,25,0.5,10,0,0,0,0
249156,3351,6,24,0.5,10,0,0,0,0
249291,3351,8,20,0.5,10,0,0,0,0
249435,3351,14,25,0.5,10,0,0,0,0
249570,3351,14,24,0.5,10,0,0,0,0
249705,3351,18,25,0.5,10,0,0,0,0
249840,3351,9,24,0.5,10,0,0,0,0
249975,3351,9,25,0.5,10,0,0,0,0
250110,3351,17,21,0.5,10,0,0,0,0
250245,3351,12,26,0.5,10,0,0,0,0
250380,3351,12,22,0.5,10,0,0,0,0
250515,3351,12,26,0.5,10,0,0,0,0
250659,3351,14,24,0.5,10,0,0,0,0
250794,3351,8,26,0.5,10,0,0,0,0
250938,3351,8,25,0.5,10,0,0,0,0
251082,3351,5,24,0.5,10,0,0,0,0
251226,3351,14,24,0.5,10,0,0,0,0
251361,3351,8,24,0.5,10,0,0,0,0
251496,3351,17,23,0.5,10,0,0,0,0
251631,3351,12,20,0.5,10,0,0,0,0
251766,3351,11,21,0.5,10,0,0,0,0
251901,3351,12,24,0.5,10,0,0,0,0
252036,3351,16,24,0.5,10,0,0,0,0
252171,3351,18,21,0.5,10,0,0,0,0
252315,3351,10,25,0.5,10,0,0,0,0
252450,3351,12,20,0.5,10,0,0,0,0
252585,3351,3,27,0.5,10,0,0,0,0
252729,3351,11,28,0.5,10,0,0,0,0
252873,3351,6,27,0.5,10,0,0,0,0
253008,3351,11,25,0.5,10,0,0,0,0
253179,10178,226,44,0.5,10,0,0,0,0
253413,10178,116,64,0.5,10,0,0,0,0
253854,10178,58,81,0.5,10,0,0,0,0
254313,10178,37,89,0.5,10,0,0,0,0
254835,10178,23,93,0.5,10,0,0,0,0
255357,10178,16,92,0.5,10,0,0,0,0
255888,10178,21,92,0.5,10,0,0,0,0
256428,10178,11,92,0.5,10,0,0,0,0
256968,10178,7,92,0.5,10,0,0,0,0
257499,10178,12,93,0.5,10,0,0,0,0
258039,10178,15,94,0.5,10,0,0,0,0
258579,10178,9,93,0.5,10,0,0,0,0
259110,10178,11,93,0.5,10,0,0,0,0
259650,10178,13,94,0.5,10,0,0,0,0
260190,10178,12,93,0.5,10,0,0,0,0
260721,10178,7,92,0.5,10,0,0,0,0
261261,10178,9,92,0.5,10,0,0,0,0
261792,10178,20,91,0.5,10,0,0,0,0
262332,10178,13,93,0.5,10,0,0,0,0
262872,10178,22,93,0.5,10,0,0,0,0
263403,10178,20,94,0.5,10,0,0,0,0
263943,10178,16,93,0.5,10,0,0,0,0
264483,10178,24,93,0.5,10,0,0,0,0
265014,10178,20,93,0.5,10,0,0,0,0
265554,10178,12,94,0.5,10,0,0,0,0
266094,10178,7,93,0.5,10,0,0,0,0
266625,10178,12,93,0.5,10,0,0,0,0
267165,10178,9,94,0.5,10,0,0,0,0
267705,10178,12,93,0.5,10,0,0,0,0
268236,10178,15,93,0.5,10,0,0,0,0
268776,10178,11,94,0.5,10,0,0,0,0
269316,10178,12,91,0.5,10,0,0,0,0
269847,10178,13,94,0.5,10,0,0,0,0
270387,10178,9,93,0.5,10,0,0,0,0
270918,10178,16,92,0.5,10,0,0,0,0
271458,10178,14,94,0.5,10,0,0,0,0
271998,10178,15,95,0.5,10,0,0,0,0
272538,10178,6,94,0.5,10,0,0,0,0
273078,10178,6,92,0.5,10,0,0,0,0
273609,10178,17,93,0.5,10,0,0,0,0
274149,10178,20,95,0.5,10,0,0,0,0
274689,10178,20,94,0.5,10,0,0,0,0
275229,10178,26,94,0.5,10,0,0,0,0
275769,10178,18,94,0.5,10,0,0,0,0
276309,10178,11,94,0.5,10,0,0,0,0
276849,10178,14,94,0.5,10,0,0,0,0
277389,10178,17,94,0.5,10,0,0,0,0
277929,10178,8,93,0.5,10,0,0,0,0
278469,10178,11,93,0.5,10,0,0,0,0
279009,10178,14,93,0.5,10,0,0,0,0
279540,10178,13,94,0.5,10,0,0,0,0
280080,10178,12,94,0.5,10,0,0,0,0
280620,10178,18,93,0.5,10,0,0,0,0
281151,10178,18,93,0.5,10,0,0,0,0
281691,10178,10,94,0.5,10,0,0,0,0
282231,10178,11,94,0.5,10,0,0,0,0
282771,10178,17,92,0.5,10,0,0,0,0
283311,10178,9,94,0.5,10,0,0,0,0
283851,10178,2,93,0.5,10,0,0,0,0
284382,10178,10,94,0.5,10,0,0,0,0
284922,10178,12,93,0.5,10,0,0,0,0
285462,10178,18,93,0.5,10,0,0,0,0
285993,10178,21,92,0.5,10,0,0,0,0
286533,10178,26,93,0.5,10,0,0,0,0
287073,10178,21,93,0.5,10,0,0,0,0
287613,10178,13,93,0.5,10,0,0,0,0
288144,10178,21,94,0.5,10,0,0,0,0
288684,10178,10,93,0.5,10,0,0,0,0
289215,10178,12,94,0.5,10,0,0,0,0
289755,10178,9,94,0.5,10,0,0,0,0
290286,10178,9,94,0.5,10,0,0,0,0
290826,10178,20,93,0.5,10,0,0,0,0
291366,10178,17,93,0.5,10,0,0,0,0
291897,10178,16,92,0.5,10,0,0,0,0
292437,10178,17,93,0.5,10,0,0,0,0
292977,10178,18,90,0.5,10,0,0,0,0
293508,10178,15,94,0.5,10,0,0,0,0
294048,10178,9,94,0.5,10,0,0,0,0
294588,10178,15,91,0.5,10,0,0,0,0
295119,10178,17,92,0.5,10,0,0,0,0
295650,10178,6,91,0.5,10,0,0,0,0
296190,10178,5,92,0.5,10,0,0,0,0
296730,10178,10,93,0.5,10,0,0,0,0
297261,10178,18,94,0.5,10,0,0,0,0
297801,10178,14,94,0.5,10,0,0,0,0
298341,10178,18,94,0.5,10,0,0,0,0
298872,10178,25,94,0.5,10,0,0,0,0
299412,10178,18,94,0.5,10,0,0,0,0
299952,10178,14,92,0.5,10,0,0,0,0
300483,10178,19,93,0.5,10,0,0,0,0
301023,10178,14,94,0.5,10,0,0,0,0
301563,10178,10,94,0.5,10,0,0,0,0
302103,10178,9,92,0.5,10,0,0,0,0
302634,10178,10,94,0.5,10,0,0,0,0
303174,10178,11,94,0.5,10,0,0,0,0
303714,10178,12,92,0.5,10,0,0,0,0
304245,10178,16,93,0.5,10,0,0,0,0
304785,10178,12,94,0.5,10,0,0,0,0
305325,10178,12,94,0.5,10,0,0,0,0
305865,10178,18,94,0.5,10,0,0,0,0
306360,3081,-162,75,0.5,10,0,0,0,0
306711,3081,-66,53,0.5,10,0,0,0,0
306936,3081,-31,40,0.5,10,0,0,0,0
307152,3081,-9,36,0.5,10,0,0,0,0
307341,3081,-9,33,0.5,10,0,0,0,0
307512,3081,-5,29,0.5,10,0,0,0,0
307674,3081,-1,25,0.5,10,0,0,0,0
307809,3081,6,19,0.5,10,0,0,0,0
307944,3081,9,22,0.5,10,0,0,0,0
308079,3081,12,25,0.5,10,0,0,0,0
308214,3081,8,20,0.5,10,0,0,0,0
308340,3081,12,23,0.5,10,0,0,0,0
308475,3081,6,18,0.5,10,0,0,0,0
308610,3081,9,21,0.5,10,0,0,0,0
308736,3081,8,22,0.5,10,0,0,0,0
308862,3081,11,19,0.5,10,0,0,0,0
308979,3081,8,16,0.5,10,0,0,0,0
309105,3081,10,22,0.5,10,0,0,0,0
309231,3081,10,26,0.5,10,0,0,0,0
309348,3081,14,22,0.5,10,0,0,0,0
309474,3081,14,24,0.5,10,0,0,0,0
309600,3081,15,21,0.5,10,0,0,0,0
309735,3081,12,19,0.5,10,0,0,0,0
309852,3081,12,21,0.5,10,0,0,0,0
309978,3081,10,23,0.5,10,0,0,0,0
310113,3081,8,27,0.5,10,0,0,0,0
310239,3081,6,17,0.5,10,0,0,0,0
310365,3081,6,23,0.5,10,0,0,0,0
310491,3081,11,17,0.5,10,0,0,0,0
310617,3081,12,25,0.5,10,0,0,0,0
310734,3081,14,20,0.5,10,0,0,0,0
310851,3081,14,15,0.5,10,0,0,0,0
310977,3081,15,22,0.5,10,0,0,0,0
311094,3081,6,23,0.5,10,0,0,0,0
311220,3081,14,16,0.5,10,0,0,0,0
311337,3081,12,25,0.5,10,0,0,0,0
311454,3081,17,26,0.5,10,0,0,0,0
311580,3081,8,24,0.5,10,0,0,0,0
311706,3081,10,23,0.5,10,0,0,0,0
311832,3081,8,21,0.5,10,0,0,0,0
311967,3081,8,21,0.5,10,0,0,0,0
312093,3081,4,20,0.5,10,0,0,0,0
312228,3081,12,24,0.5,10,0,0,0,0
312354,3081,10,24,0.5,10,0,0,0,0
312480,3081,18,20,0.5,10,0,0,0,0
312597,3081,12,18,0.5,10,0,0,0,0
312723,3081,10,24,0.5,10,0,0,0,0
312840,3081,12,21,0.5,10,0,0,0,0
312957,3081,18,20,0.5,10,0,0,0,0
313083,3081,11,27,0.5,10,0,0,0,0
313209,3081,15,27,0.5,10,0,0,0,0
313335,3081,12,25,0.5,10,0,0,0,0
313461,3081,10,17,0.5,10,0,0,0,0
313587,3081,9,24,0.5,10,0,0,0,0
313713,3081,9,20,0.5,10,0,0,0,0
313848,3081,9,16,0.5,10,0,0,0,0
313965,3081,9,22,0.5,10,0,0,0,0
314091,3081,15,27,0.5,10,0,0,0,0
314217,3081,12,26,0.5,10,0,0,0,0
314334,3081,16,19,0.5,10,0,0,0,0
314460,3081,14,12,0.5,10,0,0,0,0
314577,3081,15,25,0.5,10,0,0,0,0
314703,3081,6,20,0.5,10,0,0,0,0
314820,3081,7,22,0.5,10,0,0,0,0
314946,3081,12,22,0.5,10,0,0,0,0
315063,3081,15,26,0.5,10,0,0,0,0
315189,3081,10,25,0.5,10,0,0,0,0
315315,3081,15,26,0.5,10,0,0,0,0
315441,3081,9,23,0.5,10,0,0,0,0
315576,3081,8,18,0.5,10,0,0,0,0
315702,3081,5,20,0.5,10,0,0,0,0
315837,3081,11,26,0.5,10,0,0,0,0
315963,3081,12,25,0.5,10,0,0,0,0
316089,3081,14,25,0.5,10,0,0,0,0
316215,3081,4,21,0.5,10,0,0,0,0
316332,3081,14,22,0.5,10,0,0,0,0
316458,3081,9,18,0.5,10,0,0,0,0
316575,3081,18,22,0.5,10,0,0,0,0
316701,3081,9,24,0.5,10,0,0,0,0
316827,3081,15,21,0.5,10,0,0,0,0
316953,3081,12,21,0.5,10,0,0,0,0
317079,3081,19,26,0.5,10,0,0,0,0
317205,3081,8,24,0.5,10,0,0,0,0
317340,3081,4,21,0.5,10,0,0,0,0
317466,3081,6,22,0.5,10,0,0,0,0
317592,3081,12,15,0.5,10,0,0,0,0
317709,3081,12,18,0.5,10,0,0,0,0
317835,3081,13,18,0.5,10,0,0,0,0
317961,3081,10,26,0.5,10,0,0,0,0
318078,3081,11,19,0.5,10,0,0,0,0
318204,3081,15,17,0.5,10,0,0,0,0
318330,3081,11,17,0.5,10,0,0,0,0
318447,3081,14,19,0.5,10,0,0,0,0
318573,3081,15,27,0.5,10,0,0,0,0
318690,3081,14,20,0.5,10,0,0,0,0
318816,3081,9,21,0.5,10,0,0,0,0
318951,3081,12,23,0.5,10,0,0,0,0
319077,3081,8,26,0.5,10,0,0,0,0
319212,3081,5,19,0.5,10,0,0,0,0
319338,3081,4,22,0.5,10,0,0,0,0
319527,10238,192,44,0.5,10,0,0,0,0
319860,10238,106,70,0.5,10,0,0,0,0
320310,10238,56,84,0.5,10,0,0,0,0
320814,10238,27,90,0.5,10,0,0,0,0
321336,10238,24,92,0.5,10,0,0,0,0
321867,10238,16,93,0.5,10,0,0,0,0
322407,10238,24,94,0.5,10,0,0,0,0
322947,10238,16,95,0.5,10,0,0,0,0
323487,10238,17,94,0.5,10,0,0,0,0
324027,10238,21,94,0.5,10,0,0,0,0
324576,10238,7,93,0.5,10,0,0,0,0
325116,10238,12,94,0.5,10,0,0,0,0
325656,10238,13,96,0.5,10,0,0,0,0
326196,10238,11,95,0.5,10,0,0,0,0
326745,10238,9,92,0.5,10,0,0,0,0
327276,10238,18,93,0.5,10,0,0,0,0
327816,10238,14,94,0.5,10,0,0,0,0
328365,10238,19,94,0.5,10,0,0,0,0
328905,10238,15,94,0.5,10,0,0,0,0
329445,10238,13,93,0.5,10,0,0,0,0
329985,10238,17,94,0.5,10,0,0,0,0
330534,10238,13,93,0.5,10,0,0,0,0
331065,10238,15,94,0.5,10,0,0,0,0
331605,10238,8,95,0.5,10,0,0,0,0
332154,10238,12,94,0.5,10,0,0,0,0
332694,10238,14,94,0.5,10,0,0,0,0
333234,10238,25,94,0.5,10,0,0,0,0
333783,10238,22,96,0.5,10,0,0,0,0
334323,10238,10,95,0.5,10,0,0,0,0
334863,10238,19,94,0.5,10,0,0,0,0
335403,10238,15,96,0.5,10,0,0,0,0
335943,10238,16,95,0.5,10,0,0,0,0
336492,10238,6,94,0.5,10,0,0,0,0
337032,10238,16,94,0.5,10,0,0,0,0
337572,10238,11,94,0.5,10,0,0,0,0
338112,10238,14,92,0.5,10,0,0,0,0
338661,10238,15,93,0.5,10,0,0,0,0
339201,10238,23,94,0.5,10,0,0,0,0
339741,10238,17,95,0.5,10,0,0,0,0
340281,10238,14,95,0.5,10,0,0,0,0
340821,10238,17,93,0.5,10,0,0,0,0
341370,10238,8,93,0.5,10,0,0,0,0
341910,10238,11,93,0.5,10,0,0,0,0
342441,10238,18,94,0.5,10,0,0,0,0
342981,10238,20,94,0.5,10,0,0,0,0
343521,10238,14,93,0.5,10,0,0,0,0
344061,10238,15,93,0.5,10,0,0,0,0
344601,10238,18,94,0.5,10,0,0,0,0
345150,10238,8,92,0.5,10,0,0,0,0
345681,10238,17,94,0.5,10,0,0,0,0
346221,10238,7,94,0.5,10,0,0,0,0
346761,10238,9,94,0.5,10,0,0,0,0
347301,10238,12,94,0.5,10,0,0,0,0
347841,10238,18,95,0.5,10,0,0,0,0
348381,10238,11,94,0.5,10,0,0,0,0
348921,10238,16,94,0.5,10,0,0,0,0
349461,10238,23,94,0.5,10,0,0,0,0
350001,10238,15,94,0.5,10,0,0,0,0
350541,10238,11,94,0.5,10,0,0,0,0
351081,10238,13,94,0.5,10,0,0,0,0
351621,10238,11,94,0.5,10,0,0,0,0
352170,10238,6,93,0.5,10,0,0,0,0
352701,10238,10,93,0.5,10,0,0,0,0
353241,10238,18,94,0.5,10,0,0,0,0
353781,10238,18,93,0.5,10,0,0,0,0
354330,10238,19,92,0.5,10,0,0,0,0
354870,10238,18,93,0.5,10,0,0,0,0
355410,10238,24,94,0.5,10,0,0,0,0
355950,10238,10,94,0.5,10,0,0,0,0
356490,10238,15,93,0.5,10,0,0,0,0
357021,10238,6,93,0.5,10,0,0,0,0
357561,10238,5,94,0.5,10,0,0,0,0
358101,10238,9,94,0.5,10,0,0,0,0
358641,10238,4,93,0.5,10,0,0,0,0
359190,10238,10,95,0.5,10,0,0,0,0
359730,10238,18,93,0.5,10,0,0,0,0
360270,10238,21,91,0.5,10,0,0,0,0
360810,10238,13,94,0.5,10,0,0,0,0
361350,10238,18,94,0.5,10,0,0,0,0
361890,10238,16,94,0.5,10,0,0,0,0
362430,10238,10,94,0.5,10,0,0,0,0
362970,10238,9,94,0.5,10,0,0,0,0
363510,10238,8,95,0.5,10,0,0,0,0
364050,10238,15,94,0.5,10,0,0,0,0
364590,10238,12,94,0.5,10,0,0,0,0
365139,10238,22,93,0.5,10,0,0,0,0
365679,10238,15,93,0.5,10,0,0,0,0
366219,10238,19,95,0.5,10,0,0,0,0
366759,10238,12,93,0.5,10,0,0,0,0
367299,10238,14,94,0.5,10,0,0,0,0
367839,10238,5,93,0.5,10,0,0,0,0
368379,10238,6,93,0.5,10,0,0,0,0
368919,10238,13,93,0.5,10,0,0,0,0
369459,10238,12,93,0.5,10,0,0,0,0
369999,10238,9,96,0.5,10,0,0,0,0
370539,10238,18,93,0.5,10,0,0,0,0
371079,10238,14,94,0.5,10,0,0,0,0
371619,10238,14,94,0.5,10,0,0,0,0
372159,10238,18,94,0.5,10,0,0,0,0
372699,10238,19,93,0.5,10,0,0,0,0
373230,8996,-6,93,0.5,10,0,0,0,0
373743,8996,-5,87,0.5,10,0,0,0,0
374238,8996,0,84,0.5,10,0,0,0,0
374724,8996,12,85,0.5,10,0,0,0,0
375201,8996,9,82,0.5,10,0,0,0,0
375678,8996,10,80,0.5,10,0,0,0,0
376137,8996,16,80,0.5,10,0,0,0,0
376605,8996,8,81,0.5,10,0,0,0,0
377073,8996,11,82,0.5,10,0,0,0,0
377541,8996,12,81,0.5,10,0,0,0,0
378009,8996,16,81,0.5,10,0,0,0,0
378477,8996,20,79,0.5,10,0,0,0,0
378945,8996,10,81,0.5,10,0,0,0,0
379404,8996,13,80,0.5,10,0,0,0,0
379872,8996,15,81,0.5,10,0,0,0,0
380340,8996,12,80,0.5,10,0,0,0,0
380808,8996,13,80,0.5,10,0,0,0,0
381267,8996,16,80,0.5,10,0,0,0,0
381735,8996,9,81,0.5,10,0,0,0,0
382194,8996,10,82,0.5,10,0,0,0,0
382662,8996,15,82,0.5,10,0,0,0,0
383121,8996,19,80,0.5,10,0,0,0,0
383589,8996,16,82,0.5,10,0,0,0,0
384057,8996,6,80,0.5,10,0,0,0,0
384525,8996,15,80,0.5,10,0,0,0,0
384984,8996,15,81,0.5,10,0,0,0,0
385443,8996,15,80,0.5,10,0,0,0,0
385911,8996,14,81,0.5,10,0,0,0,0
386379,8996,8,80,0.5,10,0,0,0,0
386838,8996,12,80,0.5,10,0,0,0,0
387306,8996,18,82,0.5,10,0,0,0,0
387774,8996,17,79,0.5,10,0,0,0,0
388233,8996,9,80,0.5,10,0,0,0,0
388701,8996,9,82,0.5,10,0,0,0,0
389169,8996,17,79,0.5,10,0,0,0,0
389637,8996,14,80,0.5,10,0,0,0,0
390096,8996,14,80,0.5,10,0,0,0,0
390564,8996,16,81,0.5,10,0,0,0,0
391032,8996,12,80,0.5,10,0,0,0,0
391491,8996,14,81,0.5,10,0,0,0,0
391959,8996,15,80,0.5,10,0,0,0,0
392427,8996,19,82,0.5,10,0,0,0,0
392895,8996,18,81,0.5,10,0,0,0,0
393363,8996,13,81,0.5,10,0,0,0,0
393831,8996,9,81,0.5,10,0,0,0,0
394299,8996,17,80,0.5,10,0,0,0,0
394758,8996,12,82,0.5,10,0,0,0,0
395226,8996,11,80,0.5,10,0,0,0,0
395694,8996,17,81,0.5,10,0,0,0,0
396162,8996,9,80,0.5,10,0,0,0,0
396630,8996,8,79,0.5,10,0,0,0,0
397089,8996,17,80,0.5,10,0,0,0,0
397557,8996,21,81,0.5,10,0,0,0,0
398025,8996,12,80,0.5,10,0,0,0,0
398493,8996,8,80,0.5,10,0,0,0,0
398961,8996,10,80,0.5,10,0,0,0,0
399420,8996,11,81,0.5,10,0,0,0,0
399888,8996,22,79,0.5,10,0,0,0,0
400356,8996,13,81,0.5,10,0,0,0,0
400815,8996,13,79,0.5,10,0,0,0,0
401283,8996,14,82,0.5,10,0,0,0,0
401751,8996,18,81,0.5,10,0,0,0,0
402219,8996,19,81,0.5,10,0,0,0,0
402687,8996,12,79,0.5,10,0,0,0,0
403146,8996,18,80,0.5,10,0,0,0,0
403614,8996,9,83,0.5,10,0,0,0,0
404082,8996,14,81,0.5,10,0,0,0,0
404541,8996,7,80,0.5,10,0,0,0,0
405009,8996,10,79,0.5,10,0,0,0,0
405477,8996,15,80,0.5,10,0,0,0,0
405936,8996,14,80,0.5,10,0,0,0,0
406404,8996,6,80,0.5,10,0,0,0,0
406872,8996,15,79,0.5,10,0,0,0,0
407331,8996,13,82,0.5,10,0,0,0,0
407799,8996,13,82,0.5,10,0,0,0,0
408258,8996,8,79,0.5,10,0,0,0,0
408726,8996,19,80,0.5,10,0,0,0,0
409194,8996,12,80,0.5,10,0,0,0,0
409653,8996,12,81,0.5,10,0,0,0,0
410121,8996,14,80,0.5,10,0,0,0,0
410580,8996,18,81,0.5,10,0,0,0,0
411048,8996,9,81,0.5,10,0,0,0,0
411507,8996,16,81,0.5,10,0,0,0,0
411975,8996,18,81,0.5,10,0,0,0,0
412434,8996,18,82,0.5,10,0,0,0,0
412902,8996,13,81,0.5,10,0,0,0,0
413370,8996,11,80,0.5,10,0,0,0,0
413829,8996,16,81,0.5,10,0,0,0,0
414297,8996,20,78,0.5,10,0,0,0,0
414756,8996,9,80,0.5,10,0,0,0,0
415224,8996,12,81,0.5,10,0,0,0,0
415683,8996,15,81,0.5,10,0,0,0,0
416151,8996,12,80,0.5,10,0,0,0,0
416619,8996,20,81,0.5,10,0,0,0,0
417078,8996,13,80,0.5,10,0,0,0,0
417546,8996,19,80,0.5,10,0,0,0,0
418005,8996,11,81,0.5,10,0,0,0,0
418473,8996,16,81,0.5,10,0,0,0,0
418941,8996,9,78,0.5,10,0,0,0,0
419400,8996,15,82,0.5,10,0,0,0,0
419769,-690,-180,50,0.5,10,0,0,0,0
419940,-690,-93,16,0.5,10,0,0,0,0
420012,-690,-38,11,0.5,10,0,0,0,0
420039,-690,-21,10,0.5,10,0,0,0,0
420039,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-11,0,0.5,10,0,0,0,0
420030,-690,-10,0,0.5,10,0,0,0,0
420030,-690,-10,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-11,0,0.5,10,0,0,0,0
420030,-690,-10,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-14,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-10,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-16,0,0.5,10,0,0,0,0
420030,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-16,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-16,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-14,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-11,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-10,0,0.5,10,0,0,0,0
420030,-690,-16,0,0.5,10,0,0,0,0
420030,-690,-16,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-16,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-11,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-14,0,0.5,10,0,0,0,0
420030,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-17,0,0.5,10,0,0,0,0
420030,-690,-16,0,0.5,10,0,0,0,0
420030,-690,-11,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-11,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-18,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-11,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-11,0,0.5,10,0,0,0,0
420030,-690,-14,0,0.5,10,0,0,0,0
420030,-690,-14,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-18,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-17,0,0.5,10,0,0,0,0
420030,-690,-14,0,0.5,10,0,0,0,0
420030,-690,-10,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-14,0,0.5,10,0,0,0,0
420030,-690,-14,0,0.5,10,0,0,0,0
420030,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-14,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-16,0,0.5,10,0,0,0,0
420030,-690,-17,0,0.5,10,0,0,0,0
420030,-690,-13,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-11,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-10,0,0.5,10,0,0,0,0
420030,-690,-12,0,0.5,10,0,0,0,0
420030,-690,-11,0,0.5,10,0,0,0,0
420030,-690,-14,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420030,-690,-15,0,0.5,10,0,0,0,0
420102,6505,130,24,0.5,10,0,0,0,0
420228,6505,73,41,0.5,10,0,0,0,0
420489,6505,33,49,0.5,10,0,0,0,0
420777,6505,29,51,0.5,10,0,0,0,0
421083,6505,20,56,0.5,10,0,0,0,0
421398,6505,25,55,0.5,10,0,0,0,0
421722,6505,6,54,0.5,10,0,0,0,0
422037,6505,9,56,0.5,10,0,0,0,0
422361,6505,18,53,0.5,10,0,0,0,0
422676,6505,12,56,0.5,10,0,0,0,0
422991,6505,13,55,0.5,10,0,0,0,0
423315,6505,9,56,0.5,10,0,0,0,0
423639,6505,9,55,0.5,10,0,0,0,0
423963,6505,12,56,0.5,10,0,0,0,0
